Geneid,Chr,Start,End,Strand,Length
YOL150C,XV,44473,44784,-,312
YOR095C,XV,503552,504328,-,777
YOL146W,XV,48864,49448,+,585
YOR224C,XV,760825,761265,-,441
YOR302W,XV,882765,882842,+,78
YOR286W,XV,850280,850729,+,450
YOR046C,XV,414459,415907,-,1449
tG(CCC)O,XV,594354,594425,-,72
YOR388C,XV,1071793,1072923,-,1131
YOR228C,XV,766869,767777,-,909
YOL112W,XV,106710,108188,+,1479
YOR141C,XV,589942,592587,-,2646
YOL131W,XV,73031,73357,+,327
YOR049C,XV,422668,423732,-,1065
YOL143C,XV,54595,55104,-,510
YOR172W,XV,654210,656570,+,2361
YOR149C,XV,609838,611388,-,1551
YOL164W,XV,6175,8115,+,1941
YOR011W,XV,349679,353863,+,4185
YOR071C,XV,459480,461276,-,1797
YOR022C,XV,373710,375857,-,2148
YOR125C,XV,559030,559731,-,702
YOL141W,XV,56452,58539,+,2088
YOR101W,XV,515244,516173,+,930
YOR263C,XV,818757,819164,-,408
YOR383C,XV,1060441,1061055,-,615
YOR056C,XV,430247,431626,-,1380
YOL075C,XV,189658,193542,-,3885
YOR073W-A,XV,467390,467623,+,234
YOR246C,XV,795801,796793,-,993
YOR042W,XV,408425,409660,+,1236
YOR236W,XV,780906,781541,+,636
YOR183W,XV,678872,679261,+,390
YOR176W,XV,662401,663582,+,1182
YOR238W,XV,783677,784588,+,912
YOR367W,XV,1026007,1026609,+,603
YOR297C,XV,874743,875321,-,579
YOR310C,XV,896825,898360,-,1536
YOR063W,XV,444686,445849,+,1164
YOR189W,XV,689624,689974,+,351
YOL129W,XV,77560,78114,+,555
YOR280C,XV,844992,845792,-,801
YOR037W,XV,401555,402655,+,1101
YOR090C,XV,491123,492841,-,1719
YOR313C,XV,901858,902874,-,1017
YOL032W,XV,265429,266169,+,741
YOR158W,XV,632164,633120,+,957
YOR162C,XV,639560,641992,-,2433
YOL092W,XV,144204,145130,+,927
YOL061W,XV,212244,213734,+,1491
YOR232W,XV,774573,775259,+,687
YOR219C,XV,752214,755009,-,2796
YOR182C,XV,678191,678793,-,603
YOL099C,XV,132017,132508,-,492
YOR294W,XV,868340,868951,+,612
YOR288C,XV,852121,853077,-,957
YOR110W,XV,528941,530248,+,1308
YOR040W,XV,407064,407921,+,858
YOL083W,XV,165714,166952,+,1239
YOL136C,XV,67561,68754,-,1194
YOL130W,XV,74400,76979,+,2580
YOL021C,XV,282421,285426,-,3006
YOR282W,XV,847000,847320,+,321
YOL077W-A,XV,185438,185644,+,207
YOR319W,XV,912822,913463,+,642
YOR030W,XV,386825,388684,+,1860
YOR291W,XV,861175,865593,+,4419
YOL077C,XV,185848,186723,-,876
YOR390W,XV,1076784,1077911,+,1128
YOL052C-A,XV,231570,231755,-,186
YOR123C,XV,553176,554570,-,1395
YOR013W,XV,356751,357221,+,471
YOR249C,XV,798674,800731,-,2058
YOR362C,XV,1017880,1018746,-,867
YOL058W,XV,219211,220473,+,1263
YOR143C,XV,601383,602342,-,960
YOR347C,XV,984942,986462,-,1521
YOL157C,XV,22525,24294,-,1770
YOL057W,XV,220767,222902,+,2136
YOR321W,XV,916030,918291,+,2262
YOR015W,XV,359993,360352,+,360
YOR111W,XV,530429,531127,+,699
YOL008W,XV,310312,310935,+,624
YOR279C,XV,843698,844630,-,933
YOR394C-A,XV,1084202,1084369,-,168
YOR180C,XV,674352,675167,-,816
YOL055C,XV,224420,226075,-,1656
snR5,XV,842403,842606,+,204
YOL139C,XV,60383,61024,-,642
YOR287C,XV,850937,851839,-,903
YOR198C,XV,718653,720065,-,1413
YOR053W,XV,427817,428158,+,342
YOL054W,XV,228614,229834,+,1221
YOR012W,XV,356543,356956,+,414
YOL118C,XV,96608,96916,-,309
YOR034C,XV,394837,397086,-,2250
YOR374W,XV,1039840,1041399,+,1560
YOR018W,XV,364369,366882,+,2514
YOL084W,XV,162356,165331,+,2976
YOR314W,XV,903043,903372,+,330
YOR050C,XV,424270,424617,-,348
YOR391C,XV,1078545,1079258,-,714
YOR327C,XV,930734,931081,-,348
YOR352W,XV,997213,998244,+,1032
YOR348C,XV,986899,988782,-,1884
YOL115W,XV,101475,103229,+,1755
YOR066W,XV,449436,451325,+,1890
YOR072W-A,XV,461791,462039,+,249
YOL096C,XV,138107,139045,-,939
tM(CAU)O2,XV,976421,976493,+,73
YOR020C,XV,370524,370844,-,321
YOR133W,XV,575098,577626,+,2529
YOR356W,XV,1007221,1009116,+,1896
YOR208W,XV,733925,736177,+,2253
YOR357C,XV,1009224,1009712,-,489
YOR277C,XV,841515,841823,-,309
YOR276W,XV,841333,841818,+,486
YOR247W,XV,797676,798308,+,633
snR50,XV,259489,259578,+,90
YOL047C,XV,241614,242747,-,1134
YOR221C,XV,756476,757558,-,1083
YOR344C,XV,977194,978069,-,876
YOR269W,XV,826385,827869,+,1485
YOR152C,XV,617518,618288,-,771
YOR103C,XV,516449,516841,-,393
YOR377W,XV,1046226,1047803,+,1578
YOR129C,XV,566877,569558,-,2682
YOL038C-A,XV,254926,255021,-,96
YOR156C,XV,628360,630540,-,2181
YOR329C,XV,936731,939349,-,2619
YOR351C,XV,995018,996511,-,1494
YOL040C,XV,253149,253577,-,429
YOL159C-A,XV,15233,15505,-,273
YOR051C,XV,424846,426084,-,1239
YOR003W,XV,331455,332891,+,1437
YOR064C,XV,446079,446738,-,660
YOR073W,XV,464771,466543,+,1773
YOR201C,XV,720470,721708,-,1239
YOR065W,XV,447439,448368,+,930
YOR186W,XV,683111,683545,+,435
YOR045W,XV,413852,414037,+,186
YOL018C,XV,290881,292074,-,1194
YOL133W,XV,70325,70690,+,366
YOR087W,XV,487707,489734,+,2028
YOL028C,XV,270633,271370,-,738
YOL086C,XV,159548,160594,-,1047
YOL108C,XV,111431,111886,-,456
YOL023W,XV,278056,280086,+,2031
YOR011W-A,XV,355652,355858,+,207
YOR165W,XV,644566,646896,+,2331
YOL068C,XV,200368,201879,-,1512
YOR138C,XV,584309,586324,-,2016
YOR016C,XV,360461,361084,-,624
YOL121C,XV,92026,92850,-,825
YOL126C,XV,81787,82920,-,1134
YOR235W,XV,779870,780184,+,315
YOR080W,XV,474594,476792,+,2199
YOR169C,XV,651376,651840,-,465
YOR028C,XV,383533,384420,-,888
YOR225W,XV,761392,761721,+,330
YOR108C-A,XV,524605,524814,-,210
YOR109W,XV,525278,528601,+,3324
YOL093W,XV,142815,143696,+,882
YOR147W,XV,606607,608475,+,1869
YOR218C,XV,751476,751895,-,420
YOR254C,XV,805032,807023,-,1992
YOL080C,XV,180558,181427,-,870
YOR161W-B,XV,637975,638235,+,261
tY(GUA)O,XV,288192,288280,+,89
YOR136W,XV,580250,581359,+,1110
tR(ACG)O,XV,340299,340371,-,73
YOR192C-C,XV,703988,704224,-,237
YOR205C,XV,725564,727234,-,1671
YOR200W,XV,720417,720815,+,399
YOR305W,XV,889022,889750,+,729
YOR195W,XV,712866,715331,+,2466
YOL123W,XV,87844,89448,+,1605
YOR097C,XV,506978,507505,-,528
YOL083C-A,XV,166461,166601,-,141
YOL086W-A,XV,159173,159445,+,273
YOR337W,XV,954344,956623,+,2280
YOL100W,XV,129237,132482,+,3246
YOR289W,XV,853357,854112,+,756
YOR255W,XV,807271,808107,+,837
YOR304W,XV,884514,887876,+,3363
YOL163W,XV,9597,10106,+,510
YOR077W,XV,471899,472597,+,699
YOR074C,XV,466675,467589,-,915
YOR117W,XV,545029,546333,+,1305
YOR055W,XV,429478,429912,+,435
YOL166W-A,XV,585,740,+,156
YOL066C,XV,202696,204471,-,1776
YOR396W,XV,1085473,1090863,+,5391
YOR161C-C,XV,639121,639267,-,147
tV(AAC)O,XV,663812,663885,-,74
YOR151C,XV,612997,616671,-,3675
YOR187W,XV,684030,685343,+,1314
YOL001W,XV,325249,326130,+,882
YOR005C,XV,334509,337343,-,2835
YOR199W,XV,720181,720510,+,330
YOR355W,XV,1005137,1006705,+,1569
YOR290C,XV,855147,860258,-,5112
YOR396C-A,XV,1090015,1090497,-,483
YOR047C,XV,416347,417681,-,1335
YOL014W,XV,299693,300067,+,375
YOR244W,XV,792531,793868,+,1338
YOL102C,XV,125997,126689,-,693
YOL060C,XV,214017,216137,-,2121
YOL041C,XV,251267,252646,-,1380
YOL116W,XV,99809,100957,+,1149
YOR353C,XV,998453,1000828,-,2376
YOR299W,XV,878435,880675,+,2241
YOR366W,XV,1025256,1025609,+,354
tD(GUC)O,XV,571958,572029,+,72
YOR096W,XV,505794,506767,+,974
YOR148C,XV,608640,609197,-,558
YOR301W,XV,880965,882272,+,1308
YOR257W,XV,811008,811493,+,486
YOR135C,XV,580159,580500,-,342
YOR032W-A,XV,392176,392376,+,201
YOR223W,XV,759782,760660,+,879
YOR076C,XV,469377,471620,-,2244
YOR231C-A,XV,773163,773363,-,201
YOR316C-A,XV,907726,907935,-,210
tS(GCU)O,XV,274673,274773,+,101
YOR061W,XV,441534,442553,+,1020
YOR025W,XV,378219,379562,+,1344
YOR371C,XV,1031489,1034182,-,2694
YOL140W,XV,58759,60030,+,1272
YOL062C,XV,210520,211995,-,1476
YOR292C,XV,865653,866582,-,930
tG(UCC)O,XV,110962,111033,-,72
YOR027W,XV,381053,382822,+,1770
tT(AGU)O2,XV,354041,354113,-,73
YOR142W-B,XV,595112,600380,+,5269
YOR192C-A,XV,708416,709732,-,1317
YOL103W-B,XV,118000,123268,+,5269
YOR142W-A,XV,595112,596434,+,1323
YOR192C-B,XV,704419,709732,-,5314
YOR343W-B,XV,970578,975891,+,5314
YOR343W-A,XV,970578,971894,+,1317
YOL103W-A,XV,118000,119322,+,1323
YOL153C,XV,36822,38567,-,1746
YOR031W,XV,389213,389422,+,210
YPL071C,XVI,420048,420518,-,471
YPL208W,XVI,157842,159593,+,1752
YPL102C,XVI,360003,360305,-,303
YPL217C,XVI,139620,143171,-,3552
YPL197C,XVI,174343,174756,-,414
YPR139C,XVI,813156,814058,-,903
YPR169W,XVI,878690,880168,+,1479
YPL257W,XVI,63279,63860,+,582
snR41,XVI,719148,719242,-,95
YPL009C,XVI,535820,538936,-,3117
YPL183C,XVI,199495,202536,-,3042
YPR065W,XVI,679693,680799,+,1107
YPR099C,XVI,729757,730113,-,357
YPR032W,XVI,634123,637224,+,3102
tM(CAU)P,XVI,338848,338919,-,72
YPR194C,XVI,924304,926937,-,2634
YPL084W,XVI,394038,396572,+,2535
YPR101W,XVI,730492,731019,+,528
YPL179W,XVI,208157,209806,+,1650
YPL224C,XVI,126634,128088,-,1455
tG(GCC)P2,XVI,860379,860449,+,71
snR17b,XVI,281056,281517,-,462
YPR204W,XVI,944603,947701,+,3099
YPR103W,XVI,732349,733212,+,864
YPR155C,XVI,835563,837413,-,1851
YPL250W-A,XVI,75702,75989,+,288
YPL244C,XVI,87014,88033,-,1020
YPR141C,XVI,815734,817923,-,2190
YPL275W,XVI,18369,19079,+,711
YPR156C,XVI,837909,839777,-,1869
YPL240C,XVI,96496,98625,-,2130
YPR188C,XVI,911988,912479,-,492
YPL111W,XVI,339944,340945,+,1002
YPR119W,XVI,771653,773128,+,1476
YPL192C,XVI,182655,183056,-,402
YPL059W,XVI,444579,445031,+,453
YPL218W,XVI,138698,139409,+,712
tI(AAU)P1,XVI,819529,819602,+,74
YPL264C,XVI,43283,44344,-,1062
YPL198W,XVI,173152,174702,+,1551
YPL006W,XVI,544631,548143,+,3513
YPR161C,XVI,864449,866422,-,1974
YPL145C,XVI,278395,279699,-,1305
YPL092W,XVI,373793,375169,+,1377
YPR181C,XVI,897361,899667,-,2307
YPR171W,XVI,883828,885558,+,1731
YPR122W,XVI,782045,785671,+,3627
YPL091W,XVI,375502,376953,+,1452
YPL137C,XVI,292817,296647,-,3831
YPL014W,XVI,527547,528692,+,1146
YPL164C,XVI,239350,241497,-,2148
YPL163C,XVI,241918,242700,-,783
YPR069C,XVI,684556,685437,-,882
YPL038W-A,XVI,480182,480373,+,192
YPR072W,XVI,690107,691789,+,1683
YPR067W,XVI,682220,682777,+,558
YPL175W,XVI,218630,220088,+,1459
YPL088W,XVI,381965,382993,+,1029
YPL125W,XVI,313388,316486,+,3099
YPL090C,XVI,377291,378395,-,1105
YPR120C,XVI,773875,775182,-,1308
YPR198W,XVI,934034,935665,+,1632
YPR053C,XVI,665788,666243,-,456
YPR106W,XVI,740061,741392,+,1332
YPL250C,XVI,74309,74719,-,411
YPL051W,XVI,459963,460559,+,597
YPR013C,XVI,584632,585585,-,954
YPL121C,XVI,320962,321630,-,669
YPR068C,XVI,682941,684353,-,1413
YPR160W-A,XVI,861934,862014,+,81
YPR202W,XVI,943032,943896,+,865
YPL270W,XVI,30482,32803,+,2322
YPL248C,XVI,79711,82356,-,2646
YPR058W,XVI,673751,674674,+,924
YPL004C,XVI,550632,551657,-,1026
YPR110C,XVI,745828,746835,-,1008
YPL042C,XVI,473040,474707,-,1668
YPR149W,XVI,829918,830439,+,522
YPL172C,XVI,224353,225741,-,1389
YPR009W,XVI,576552,577358,+,807
YPL039W,XVI,479225,480175,+,951
YPR051W,XVI,664960,665490,+,531
YPR134W,XVI,798051,798857,+,807
YPR118W,XVI,767752,768987,+,1236
YPR019W,XVI,596750,599551,+,2802
YPL213W,XVI,150614,151330,+,717
YPR121W,XVI,778583,780301,+,1719
YPL054W,XVI,455759,456664,+,906
YPL123C,XVI,317641,318945,-,1305
YPL144W,XVI,280480,280926,+,447
YPR036W-A,XVI,645950,646153,+,204
YPL140C,XVI,287514,289034,-,1521
snR70,XVI,718887,719050,-,164
YPL202C,XVI,168088,169338,-,1251
YPL114W,XVI,335948,336367,+,420
tI(AAU)P2,XVI,880296,880369,-,74
YPL045W,XVI,467260,469656,+,2397
YPL267W,XVI,38169,38798,+,630
YPL133C,XVI,299888,301228,-,1341
tA(AGC)P,XVI,856902,856974,+,73
YPL263C,XVI,44551,46506,-,1956
YPL097W,XVI,364952,366430,+,1479
YPR130C,XVI,793374,793781,-,408
YPR177C,XVI,892313,892684,-,372
YPR124W,XVI,786208,787428,+,1221
YPR157W,XVI,841266,842669,+,1404
YPR004C,XVI,564007,565041,-,1035
YPR080W,XVI,700594,701970,+,1377
YPL162C,XVI,243206,244027,-,822
YPL200W,XVI,171484,171954,+,471
YPR057W,XVI,672471,673496,+,1026
YPR100W,XVI,729791,730213,+,423
YPR033C,XVI,637379,639019,-,1641
YPR174C,XVI,888043,888708,-,666
YPR151C,XVI,831055,831675,-,621
YPR180W,XVI,895961,897004,+,1044
YPL210C,XVI,154290,156212,-,1923
tC(GCA)P1,XVI,435893,435964,-,72
YPL155C,XVI,257216,259336,-,2121
YPL225W,XVI,126006,126446,+,441
YPL081W,XVI,404950,406044,+,1095
YPL266W,XVI,39121,40077,+,957
YPR002W,XVI,558385,559935,+,1551
YPL127C,XVI,308828,309604,-,777
YPR108W,XVI,742454,743743,+,1290
YPR172W,XVI,885796,886398,+,603
tF(GAA)P2,XVI,622540,622631,-,92
YPR200C,XVI,939279,939671,-,393
YPL058C,XVI,445842,450377,-,4536
YPL073C,XVI,418499,418984,-,486
YPR197C,XVI,933898,934461,-,564
YPR088C,XVI,711403,713028,-,1626
YPL254W,XVI,69485,70951,+,1467
YPR010C-A,XVI,582373,582734,-,362
YPL223C,XVI,128632,129138,-,507
YPR056W,XVI,671126,672142,+,1017
YPR006C,XVI,567269,568996,-,1728
YPR129W,XVI,792687,793736,+,1050
YPR199C,XVI,938148,939032,-,885
YPL062W,XVI,431895,432299,+,405
YPR113W,XVI,752257,752919,+,663
YPL166W,XVI,237338,237979,+,642
YPR020W,XVI,599870,600217,+,348
YPL160W,XVI,246990,250262,+,3273
YPL147W,XVI,273255,275867,+,2613
YPL107W,XVI,349119,349865,+,747
YPL169C,XVI,229039,230838,-,1800
YPR169W-A,XVI,883239,883457,+,219
YPR170W-A,XVI,883378,883563,+,186
YPR014C,XVI,587189,587518,-,330
YPR049C,XVI,661137,664673,-,3537
YPL087W,XVI,383455,384408,+,954
YPR115W,XVI,754877,758128,+,3252
YPL184C,XVI,195950,197788,-,1839
YPR111W,XVI,747306,749000,+,1695
YPR203W,XVI,943880,944188,+,309
YPR189W,XVI,912664,916962,+,4299
YPR034W,XVI,639525,640958,+,1434
YPL189W,XVI,189154,190983,+,1830
YPL246C,XVI,84509,85297,-,789
YPL020C,XVI,512313,514178,-,1866
YPL255W,XVI,67725,68882,+,1158
YPL196W,XVI,175043,175864,+,822
YPR135W,XVI,799234,802017,+,2784
YPR044C,XVI,654524,654877,-,354
YPL061W,XVI,432588,434090,+,1503
YPL238C,XVI,100474,100863,-,390
YPL052W,XVI,458799,459678,+,880
YPR112C,XVI,749256,751919,-,2664
YPL186C,XVI,194512,195426,-,915
YPR148C,XVI,826833,828140,-,1308
YPL276W,XVI,17948,18385,+,438
YPL280W,XVI,11887,12600,+,714
YPR143W,XVI,818323,819075,+,753
YPL261C,XVI,48996,49304,-,309
YPL034W,XVI,486712,487209,+,498
YPL116W,XVI,329606,331699,+,2094
YPL131W,XVI,303121,304014,+,894
YPR017C,XVI,593486,593917,-,432
YPL012W,XVI,529723,533409,+,3687
YPL017C,XVI,518734,520233,-,1500
YPL010W,XVI,535018,535587,+,570
YPR173C,XVI,886524,887837,-,1314
YPL233W,XVI,106172,106822,+,651
YPR024W,XVI,610481,612724,+,2244
YPL152W-A,XVI,264602,264700,+,99
YPL187W,XVI,193648,194145,+,498
YPR191W,XVI,919381,920487,+,1107
YPR170C,XVI,882983,883318,-,336
YPR123C,XVI,786141,786575,-,435
YPR142C,XVI,818130,818693,-,564
YPL063W,XVI,429939,431369,+,1431
YPR007C,XVI,569336,571378,-,2043
YPR084W,XVI,706972,708342,+,1371
YPL149W,XVI,271310,272194,+,885
YPL089C,XVI,379120,381150,-,2031
YPR166C,XVI,876282,876629,-,348
YPR167C,XVI,876847,877632,-,786
YPL231W,XVI,108652,114315,+,5664
YPR025C,XVI,613377,614558,-,1182
YPL098C,XVI,364386,364727,-,342
YPR147C,XVI,825645,826559,-,915
YPL129W,XVI,305298,306137,+,840
YPR153W,XVI,833689,834245,+,557
YPR164W,XVI,870703,874926,+,4224
YPL026C,XVI,500675,502183,-,1509
YPR001W,XVI,556377,557837,+,1461
YPL282C,XVI,7933,8427,-,495
YPR178W,XVI,892332,893729,+,1398
YPR061C,XVI,675977,676882,-,906
YPL180W,XVI,205248,207647,+,2400
YPL142C,XVI,282686,283003,-,318
YPL019C,XVI,514511,517018,-,2508
YPL258C,XVI,53498,55153,-,1656
YPL022W,XVI,506697,509999,+,3303
YPL279C,XVI,13228,14355,-,1128
YPL044C,XVI,469926,470474,-,549
YPR193C,XVI,922909,923379,-,471
YPL001W,XVI,554605,555729,+,1125
YPR083W,XVI,704854,706593,+,1740
YPR195C,XVI,927965,928294,-,330
YPL057C,XVI,451909,453057,-,1149
YPL211W,XVI,153495,154040,+,546
YPL041C,XVI,475118,475741,-,624
YPR003C,XVI,561504,563768,-,2265
YPL181W,XVI,203421,204941,+,1521
YPR168W,XVI,878076,878549,+,474
YPL185W,XVI,195253,195648,+,396
YPL040C,XVI,475993,479001,-,3009
YPL070W,XVI,420948,422786,+,1839
YPR159W,XVI,857583,859745,+,2163
YPL002C,XVI,553627,554328,-,702
snR51,XVI,718700,718806,-,107
YPL227C,XVI,120163,121167,-,1005
YPL067C,XVI,425251,425847,-,597
YPL236C,XVI,101608,102702,-,1095
YPL151C,XVI,266180,267535,-,1356
YPL234C,XVI,104946,105440,-,495
YPL015C,XVI,525810,526883,-,1074
YPR035W,XVI,642208,643320,+,1113
YPR037C,XVI,646448,647038,-,591
YPR184W,XVI,902044,906654,+,4611
YPL135W,XVI,297553,298050,+,498
YPL215W,XVI,147416,148423,+,1008
YPL112C,XVI,337436,338620,-,1185
tK(UUU)P,XVI,769207,769302,-,96
YPR146C,XVI,825347,825676,-,330
YPR087W,XVI,711354,711674,+,321
tW(CCA)P,XVI,56169,56274,-,106
YPL154C,XVI,259714,260931,-,1218
YPL136W,XVI,296286,296654,+,369
YPR094W,XVI,720637,720960,+,324
YPR074C,XVI,692796,694838,-,2043
YPL056C,XVI,453430,453735,-,306
YPL189C-A,XVI,188307,188513,-,207
YPR082C,XVI,704225,704656,-,432
YPR133C,XVI,795978,797210,-,1233
YPL047W,XVI,465962,466261,+,300
YPL077C,XVI,409368,410090,-,723
YPR016W-A,XVI,593096,593356,+,261
YPL272C,XVI,26611,28164,-,1554
YPR050C,XVI,664953,665366,-,414
YPR108W-A,XVI,744175,744387,+,213
YPR070W,XVI,685898,687598,+,1701
YPL176C,XVI,216012,218363,-,2352
YPL220W,XVI,135790,136443,+,654
YPL065W,XVI,427927,428655,+,729
YPL074W,XVI,415763,418027,+,2265
YPL032C,XVI,488887,491364,-,2478
YPL167C,XVI,232593,237107,-,4515
tN(GUU)P,XVI,810676,810749,+,74
YPR185W,XVI,907218,909434,+,2217
YPR160C-A,XVI,862577,862861,-,285
YPL038W,XVI,480535,481068,+,534
YPR145W,XVI,822620,824338,+,1719
YPL165C,XVI,237956,239077,-,1122
YPL193W,XVI,181403,182548,+,1146
YPL003W,XVI,552020,553408,+,1389
YPL178W,XVI,212158,212784,+,627
YPL013C,XVI,528985,529350,-,366
YPR012W,XVI,584309,584563,+,255
YPR042C,XVI,650435,653662,-,3228
YPL103C,XVI,358000,359406,-,1407
YPR028W,XVI,623527,624202,+,676
YPR039W,XVI,647012,647347,+,336
YPR089W,XVI,713275,715941,+,2667
YPL075W,XVI,412254,415362,+,3109
YPR196W,XVI,931376,932788,+,1413
YPR077C,XVI,697131,697502,-,372
YPL024W,XVI,503517,504242,+,726
YPR008W,XVI,573018,575102,+,2085
YPR071W,XVI,688172,688807,+,636
YPL182C,XVI,203306,203689,-,384
tC(GCA)P2,XVI,775765,775836,-,72
YPR062W,XVI,677165,677641,+,477
YPL277C,XVI,15405,16868,-,1464
YPR125W,XVI,787961,789325,+,1365
YPR131C,XVI,793911,794498,-,588
YPL221W,XVI,133043,135424,+,2382
YPR073C,XVI,691933,692418,-,486
YPL262W,XVI,47336,48802,+,1467
snR45,XVI,821732,821903,+,172
YPR036W,XVI,643836,645272,+,1437
YPL031C,XVI,492018,493037,-,1020
YPL237W,XVI,100496,101353,+,858
YPL053C,XVI,457118,458458,-,1341
YPR109W,XVI,744689,745573,+,885
YPR159C-A,XVI,860314,860415,-,102
YPL122C,XVI,319226,320767,-,1542
YPL085W,XVI,387067,393654,+,6588
YPR104C,XVI,733623,736433,-,2811
YPR186C,XVI,909733,911022,-,1290
YPR201W,XVI,939922,941136,+,1215
YPL138C,XVI,291366,292427,-,1062
YPR030W,XVI,627880,631245,+,3366
YPR190C,XVI,917077,919041,-,1965
YPL043W,XVI,469939,471996,+,2058
YPL108W,XVI,348446,348952,+,507
YPL105C,XVI,352863,355412,-,2550
YPL168W,XVI,231217,232509,+,1293
YPR018W,XVI,594476,596296,+,1821
YPR132W,XVI,794965,795767,+,803
YPL222C-A,XVI,131870,132115,-,246
YPR137W,XVI,802359,804080,+,1722
YPL219W,XVI,136750,138228,+,1479
tS(UGA)P,XVI,689565,689646,+,82
YPL029W,XVI,495506,497719,+,2214
YPL113C,XVI,335953,337143,-,1191
YPL190C,XVI,185317,187725,-,2409
YPL241C,XVI,95372,96258,-,887
YPL281C,XVI,9557,10870,-,1314
YPL023C,XVI,504339,506312,-,1974
YPR043W,XVI,654166,654847,+,682
YPR116W,XVI,758648,759481,+,834
YPL252C,XVI,73363,73881,-,519
YPR047W,XVI,657529,658938,+,1410
YPL119C-A,XVI,324024,324287,-,264
YPL194W,XVI,179277,181115,+,1839
YPL157W,XVI,254814,255761,+,948
YPL177C,XVI,213042,213962,-,921
YPR165W,XVI,875368,875997,+,630
YPL037C,XVI,481428,481901,-,474
YPR093C,XVI,719558,720424,-,867
tG(GCC)P1,XVI,572269,572339,+,71
YPR066W,XVI,681213,682112,+,900
YPL247C,XVI,82625,84196,-,1572
YPL101W,XVI,360209,361579,+,1371
YPL064C,XVI,428711,429616,-,906
YPL256C,XVI,64977,66614,-,1638
YPL099C,XVI,363520,364068,-,549
YPR023C,XVI,608826,610031,-,1206
YPL093W,XVI,370978,372921,+,1944
YPL134C,XVI,298571,299503,-,933
YPL153C,XVI,261727,264192,-,2466
YPL222W,XVI,130162,132228,+,2067
YPR075C,XVI,695737,696819,-,1083
YPL118W,XVI,326628,327662,+,1035
YPL239W,XVI,99484,100086,+,603
YPR136C,XVI,802325,802837,-,513
YPL033C,XVI,487362,488207,-,846
YPR045C,XVI,655140,656552,-,1413
YPR038W,XVI,646836,647195,+,360
YPR011C,XVI,583062,584042,-,981
YPL100W,XVI,361872,363362,+,1491
YPL076W,XVI,410443,411285,+,843
YPL027W,XVI,499665,500402,+,738
YPL271W,XVI,30079,30267,+,189
YPL128C,XVI,306533,308221,-,1689
YPL139C,XVI,289669,291051,-,1383
YPL005W,XVI,548486,550306,+,1821
YPL148C,XVI,272294,272815,-,522
YPL080C,XVI,406172,406498,-,327
YPL265W,XVI,41043,42869,+,1827
snR59,XVI,173827,173904,+,78
YPR052C,XVI,665693,665974,-,282
YPR145C-A,XVI,824690,824926,-,237
YPL096W,XVI,366927,368018,+,1092
YPR078C,XVI,697147,698265,-,1119
YPL104W,XVI,355700,357676,+,1977
YPR074W-A,XVI,695018,695188,+,171
YPL283W-B,XVI,643,1125,+,483
YPR162C,XVI,866715,868304,-,1590
YPL030W,XVI,493543,495246,+,1704
YPL069C,XVI,422885,423892,-,1008
YPL188W,XVI,191406,192650,+,1245
YPL201C,XVI,169770,171155,-,1386
YPL207W,XVI,159909,162341,+,2433
YPR021C,XVI,600649,603357,-,2709
YPL253C,XVI,71063,73006,-,1944
YPR040W,XVI,647305,648375,+,1071
YPL143W,XVI,282122,282970,+,849
YPL132W,XVI,301716,302618,+,903
YPL171C,XVI,226169,227371,-,1203
YPL126W,XVI,310210,312900,+,2691
YPR063C,XVI,677812,678320,-,509
YPR187W,XVI,911257,911800,+,544
YPL007C,XVI,542082,543848,-,1767
YPL209C,XVI,156490,157593,-,1104
YPR182W,XVI,900194,900454,+,261
YPL242C,XVI,90622,95109,-,4488
YPL205C,XVI,163922,164266,-,345
YPL278C,XVI,15053,15355,-,303
YPR086W,XVI,710101,711138,+,1038
YPR117W,XVI,760025,767494,+,7470
YPL096C-A,XVI,366529,366735,-,207
YPR092W,XVI,718379,718684,+,306
YPL086C,XVI,384773,386446,-,1674
YPR005C,XVI,565787,566671,-,885
YPR046W,XVI,656799,657344,+,546
tK(CUU)P,XVI,582062,582134,+,73
YPL269W,XVI,33013,34947,+,1935
YPL135C-A,XVI,297678,297851,-,174
YPR105C,XVI,736984,739569,-,2586
YPL158C,XVI,252034,254310,-,2277
tE(UUC)P,XVI,210192,210263,-,72
YPL094C,XVI,369839,370663,-,825
YPR176C,XVI,891101,892078,-,978
YPL191C,XVI,183597,184679,-,1083
YPR204C-A,XVI,946856,947338,-,483
YPR163C,XVI,868645,869955,-,1311
YPL229W,XVI,117067,117687,+,621
YPR160W,XVI,861306,864014,+,2709
YPL049C,XVI,462481,463839,-,1359
YPL066W,XVI,426233,427672,+,1440
YPL183W-A,XVI,199095,199376,+,282
YPL235W,XVI,103232,104647,+,1416
YPL141C,XVI,283464,286061,-,2598
tF(GAA)P1,XVI,560198,560289,-,92
YPR144C,XVI,819765,821423,-,1659
YPL249C-A,XVI,75699,76239,-,541
YPR128C,XVI,791218,792204,-,987
YPR054W,XVI,666280,667446,+,1167
YPL156C,XVI,255913,256767,-,855
YPL173W,XVI,223143,224036,+,894
YPR098C,XVI,728947,729528,-,582
YPL260W,XVI,49303,50958,+,1656
YPL251W,XVI,73625,73927,+,303
YPL016W,XVI,521014,524958,+,3945
YPR095C,XVI,721037,724717,-,3681
YPR079W,XVI,698869,700014,+,1146
